Date of Demolition,Locality,District,Area,Housing Units,People left Homeless,Minors left Homeless,Type Of Structure
2024-06-06,Kh. a-Rahwah,Hebron,west-bank,1,7,4,Residental
2024-06-06,Kh. a-Rahwah,Hebron,west-bank,1,4,2,Residental
2024-06-06,Kh. a-Rahwah,Hebron,west-bank,1,6,4,Residental
2024-06-06,Kh. a-Rahwah,Hebron,west-bank,1,0,0,Non Resedential
2024-06-06,Jayus,Qalqiliya,west-bank,1,0,0,Non Resedential
2024-06-06,Qalqiliyah,Qalqiliya,west-bank,1,0,0,Non Resedential
2024-06-05,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-06-05,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-06-05,Jericho,Jericho,west-bank,1,2,0,Residental
2024-06-05,Jericho,Jericho,west-bank,8,0,0,Non Resedential
2024-06-04,al-Jawaya,Hebron,west-bank,1,10,7,Residental
2024-06-04,Duma,Nablus,west-bank,2,0,0,Non Resedential
2024-06-04,Duma,Nablus,west-bank,3,0,0,Non Resedential
2024-06-04,Duma,Nablus,west-bank,2,0,0,Non Resedential
2024-06-04,Kh. al-Marajim,Nablus,west-bank,1,0,0,Residental
2024-06-04,Kh. al-Marajim,Nablus,west-bank,2,0,0,Non Resedential
2024-06-04,Duma,Nablus,west-bank,5,0,0,Non Resedential
2024-06-04,She'b al-Batem,Hebron,west-bank,2,0,0,Non Resedential
2024-06-04,Duma,Nablus,west-bank,8,0,0,Non Resedential
2024-06-03,Shuqba,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2024-06-03,Jalbun,Jenin,west-bank,1,9,2,Residental
2024-06-03,Shuqba,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2024-06-03,Jalbun,Jenin,west-bank,1,0,0,Residental
2024-06-03,Wa'r al-Beik,al-Quds,west-bank,2,8,5,Residental
2024-06-03,Wa'r al-Beik,al-Quds,west-bank,1,0,0,Non Resedential
2024-06-03,Wa'r al-Beik,al-Quds,west-bank,1,7,5,Residental
2024-06-03,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2024-06-03,'Anata,al-Quds,west-bank,2,0,0,Non Resedential
2024-06-03,'Anata,al-Quds,west-bank,4,0,0,Non Resedential
2024-06-03,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,0,0,Non Resedential
2024-06-03,Rantis,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2024-06-03,Wa'r al-Beik,al-Quds,west-bank,1,3,1,Residental
2024-06-03,Wa'r al-Beik,al-Quds,west-bank,1,4,2,Residental
2024-06-03,a-Zbeidat,Jericho,west-bank,1,0,0,Non Resedential
2024-05-31,Um a-Rihan,Jenin,west-bank,1,0,0,Non Resedential
2024-05-31,Um a-Rihan,Jenin,west-bank,1,0,0,Non Resedential
2024-05-28,'Aqbat Jaber R.C.,Jericho,west-bank,1,0,0,Residental
2024-05-28,'Aqbat Jaber R.C.,Jericho,west-bank,1,0,0,Non Resedential
2024-05-28,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,2,0,Residental
2024-05-28,'Ein a-Duyuk a-Tahta,Jericho,west-bank,4,0,0,Non Resedential
2024-05-28,'Ein a-Duyuk a-Tahta,Jericho,west-bank,2,0,0,Non Resedential
2024-05-28,'Ein a-Duyuk a-Tahta,Jericho,west-bank,2,0,0,Non Resedential
2024-05-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2024-05-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2024-05-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2024-05-23,Qalqiliyah,Qalqiliya,west-bank,2,0,0,Non Resedential
2024-05-20,'Aqraba,Nablus,west-bank,2,0,0,Non Resedential
2024-05-16,Idhna,Hebron,west-bank,1,10,8,Residental
2024-05-16,Idhna,Hebron,west-bank,1,6,5,Residental
2024-05-16,Idhna,Hebron,west-bank,1,0,0,Non Resedential
2024-05-13,'Azzun,Qalqiliya,west-bank,1,2,0,Residental
2024-05-13,'Azzun,Qalqiliya,west-bank,2,0,0,Residental
2024-05-12,al-'Arrub R.C.,Hebron,west-bank,1,7,5,Residental
2024-05-12,al-'Arrub R.C.,Hebron,west-bank,1,0,0,Non Resedential
2024-05-12,a-Nuwei'mah a-Tahta,Jericho,west-bank,1,0,0,Residental
2024-05-12,al-'Auja,Jericho,west-bank,1,0,0,Residental
2024-05-12,a-Nuwei'mah a-Tahta,Jericho,west-bank,1,0,0,Residental
2024-05-12,a-Nuwei'mah a-Tahta,Jericho,west-bank,1,0,0,Residental
2024-05-11,Beit Ummar,Hebron,west-bank,1,7,5,Residental
2024-05-09,Duma,Hebron,west-bank,2,9,7,Residental
2024-05-09,Duma,Hebron,west-bank,3,0,0,Non Resedential
2024-05-09,Duma,Hebron,west-bank,2,8,6,Residental
2024-05-09,Duma,Hebron,west-bank,1,11,3,Residental
2024-05-09,Nahhalin,Bethlehem,west-bank,3,0,0,Non Resedential
2024-05-09,Duma,Hebron,west-bank,1,6,4,Residental
2024-05-09,Duma,Hebron,west-bank,1,0,0,Non Resedential
2024-05-08,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2024-05-08,Furush Beit Dajan,Nablus,west-bank,1,9,4,Residental
2024-05-08,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2024-05-08,al-Jiftlik,Jericho,west-bank,1,5,3,Residental
2024-05-08,al-Jiftlik,Jericho,west-bank,1,6,3,Residental
2024-05-07,al-Jawaya,Hebron,west-bank,2,8,4,Residental
2024-05-07,a-Tuwani,Hebron,west-bank,1,7,5,Residental
2024-05-06,Ras Karkar,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential
2024-05-02,Safa,Hebron,west-bank,4,0,0,Non Resedential
2024-05-02,Hizma,al-Quds,west-bank,3,0,0,Residental
2024-05-02,Hizma,al-Quds,west-bank,3,0,0,Non Resedential
2024-05-02,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2024-05-01,Khalet al-Furn,Hebron,west-bank,1,7,5,Residental
2024-05-01,Khalet al-Furn,Hebron,west-bank,2,0,0,Non Resedential
2024-04-29,al-Baq'ah (Hebron),Hebron,west-bank,1,15,10,Residental
2024-04-03,Um a-Rihan,Jenin,west-bank,1,0,0,Residental
2024-04-02,a-Samu',Hebron,west-bank,1,0,0,Residental
2024-04-02,a-Samu',Hebron,west-bank,1,7,4,Residental
2024-04-01,al-'Auja,Jericho,west-bank,6,0,0,Non Resedential
2024-03-31,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2024-03-21,Idhna,Hebron,west-bank,1,0,0,Non Resedential
2024-03-21,Idhna,Hebron,west-bank,2,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,2,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,1,0,0,Residental
2024-03-18,Jericho,Jericho,west-bank,1,0,0,Residental
2024-03-18,Jericho,Jericho,west-bank,2,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,9,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,2,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-03-18,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-03-18,a-Ram,al-Quds,west-bank,6,0,0,Non Resedential
2024-03-14,Qabalan,Nablus,west-bank,4,0,0,Non Resedential
2024-03-14,Qabalan,Nablus,west-bank,2,0,0,Non Resedential
2024-03-13,al-'Auja,Jericho,west-bank,1,0,0,Non Resedential
2024-03-11,a-Tiran,Hebron,west-bank,1,6,3,Residental
2024-03-10,Marj Na'jah,Jericho,west-bank,1,0,0,Non Resedential
2024-03-10,Furush Beit Dajan,Nablus,west-bank,1,6,2,Residental
2024-03-10,al-Jiftlik,Jericho,west-bank,1,4,0,Residental
2024-03-10,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2024-03-10,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2024-03-10,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2024-03-10,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2024-03-07,Faqqu'a,Jenin,west-bank,1,0,0,Non Resedential
2024-03-06,Shaqba,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential
2024-03-05,Nablus,Nablus,west-bank,1,5,3,Residental
2024-03-05,Nablus,Nablus,west-bank,1,0,0,Non Resedential
2024-02-29,Jericho,Jericho,west-bank,1,4,0,Residental
2024-02-29,Jericho,Jericho,west-bank,5,0,0,Non Resedential
2024-02-29,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2024-02-29,Jericho,Jericho,west-bank,6,0,0,Non Resedential
2024-02-29,Jericho,Jericho,west-bank,2,0,0,Non Resedential
2024-02-29,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Residental
2024-02-29,'Ein a-Duyuk a-Tahta,Jericho,west-bank,10,0,0,Non Resedential
2024-02-29,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Non Resedential
2024-02-28,Jalbun,Jenin,west-bank,3,0,0,Non Resedential
2024-02-28,Jalbun,Jenin,west-bank,1,0,0,Non Resedential
2024-02-28,Jalbun,Jenin,west-bank,1,0,0,Non Resedential
2024-02-20,Beit Hanina al-Balad,al-Quds,west-bank,5,0,0,Residental
2024-02-08,Yatma,Nablus,west-bank,1,0,0,Non Resedential
2024-02-08,Yatma,Nablus,west-bank,1,0,0,Residental
2024-02-07,Beit Jala,Bethlehem,west-bank,1,0,0,Non Resedential
2024-02-06,a-Nuwei'mah a-Tahta,Jericho,west-bank,1,2,0,Residental
2024-02-06,a-Nuwei'mah a-Tahta,Jericho,west-bank,1,0,0,Non Resedential
2024-02-05,al-Burj,Hebron,west-bank,1,0,0,Non Resedential
2024-02-05,al-Burj,Hebron,west-bank,1,12,3,Residental
2024-01-31,Idhna,Hebron,west-bank,2,5,3,Residental
2024-01-30,a-Samu',Hebron,west-bank,1,0,0,Residental
2024-01-30,Qalandia,al-Quds,west-bank,4,0,0,Non Resedential
2024-01-25,'Azzun 'Atmah,Qalqiliya,west-bank,1,0,0,Non Resedential
2024-01-23,Khalet al-Furn,Hebron,west-bank,2,0,0,Non Resedential
2024-01-23,Kh. Lasefar,,west-bank,1,7,3,Residental
2024-01-23,Ras 'Atiya,Qalqiliya,west-bank,1,0,0,Non Resedential
2024-01-18,Duma,Hebron,west-bank,1,0,0,Non Resedential
2024-01-18,Duma,Hebron,west-bank,1,7,5,Residental
2024-01-18,Duma,Hebron,west-bank,1,0,0,Non Resedential
2024-01-18,Duma,Hebron,west-bank,1,7,5,Residental
2024-01-18,Duma,Hebron,west-bank,1,0,0,Non Resedential
2024-01-18,Duma,Hebron,west-bank,1,4,2,Residental
2024-01-18,Duma,Hebron,west-bank,1,0,0,Non Resedential
2024-01-18,Duma,Hebron,west-bank,1,0,0,Residental
2024-01-18,Duma,Hebron,west-bank,1,0,0,Residental
2024-01-18,Duma,Hebron,west-bank,1,0,0,Non Resedential
2024-01-17,Jayus,Qalqiliya,west-bank,1,0,0,Non Resedential
2024-01-16,Idhna,Hebron,west-bank,1,0,0,Non Resedential
2024-01-16,Idhna,Hebron,west-bank,1,0,0,Non Resedential
2024-01-15,Qalqiliyah,Qalqiliya,west-bank,1,5,3,Residental
2024-01-15,Qalqiliyah,Qalqiliya,west-bank,1,7,3,Residental
2024-01-15,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2024-01-10,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2024-01-10,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2024-01-10,'Anata,al-Quds,west-bank,2,0,0,Non Resedential
2024-01-10,'Anata,al-Quds,west-bank,4,0,0,Non Resedential
2024-01-10,'Anata,al-Quds,west-bank,2,0,0,Non Resedential
2024-01-10,Kifl Hares,Salfit,west-bank,1,0,0,Non Resedential
2024-01-07,Birin,Hebron,west-bank,1,19,7,Residental
2024-01-01,al-Maniyah,Bethlehem,west-bank,2,0,0,Non Resedential
2024-01-01,al-Maniyah,Bethlehem,west-bank,1,0,0,Non Resedential
2024-01-01,al-Maniyah,Bethlehem,west-bank,2,0,0,Non Resedential
2024-01-01,al-Maniyah,Bethlehem,west-bank,1,0,0,Non Resedential
2024-01-01,al-Maniyah,Bethlehem,west-bank,1,4,1,Residental
2024-01-01,al-Maniyah,Bethlehem,west-bank,1,4,2,Residental
2024-01-01,a-Nabi Elyas,Qalqiliya,west-bank,1,0,0,Non Resedential
2024-01-01,a-Nabi Elyas,Qalqiliya,west-bank,1,0,0,Non Resedential
2023-12-28,Qabalan,Nablus,west-bank,1,0,0,Non Resedential
2023-12-28,Qabalan,Nablus,west-bank,1,3,1,Residental
2023-12-27,al-Jawaya,Hebron,west-bank,2,7,4,Residental
2023-12-26,Furush Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential
2023-12-26,Furush Beit Dajan,Nablus,west-bank,1,0,0,Residental
2023-12-26,Furush Beit Dajan,Nablus,west-bank,1,7,4,Residental
2023-12-26,Furush Beit Dajan,Nablus,west-bank,1,2,0,Residental
2023-12-26,Furush Beit Dajan,Nablus,west-bank,1,5,1,Residental
2023-12-26,Furush Beit Dajan,Nablus,west-bank,1,6,0,Residental
2023-12-26,Furush Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential
2023-12-26,Furush Beit Dajan,Nablus,west-bank,1,0,0,Residental
2023-12-26,Furush Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential
2023-12-26,Furush Beit Dajan,Nablus,west-bank,1,3,1,Residental
2023-12-26,Furush Beit Dajan,Nablus,west-bank,1,5,3,Residental
2023-12-21,'Aqraba,Nablus,west-bank,1,3,1,Residental
2023-12-21,'Aqraba,Nablus,west-bank,3,0,0,Non Resedential
2023-12-21,'Aqraba,Nablus,west-bank,2,0,0,Non Resedential
2023-12-21,'Aqraba,Nablus,west-bank,1,6,4,Residental
2023-12-21,'Aqraba,Nablus,west-bank,1,6,4,Residental
2023-12-21,'Aqraba,Nablus,west-bank,2,0,0,Non Resedential
2023-12-21,'Aqraba,Nablus,west-bank,1,0,0,Non Resedential
2023-12-21,'Aqraba,Nablus,west-bank,2,0,0,Non Resedential
2023-12-21,'Aqraba,Nablus,west-bank,1,6,4,Residental
2023-12-21,'Aqraba,Nablus,west-bank,4,0,0,Non Resedential
2023-12-21,'Aqraba,Nablus,west-bank,1,5,3,Residental
2023-12-20,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2023-12-20,Kh. 'Allan,Jericho,west-bank,1,0,0,Residental
2023-12-20,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2023-12-13,Yatta,Hebron,west-bank,3,0,0,Non Resedential
2023-12-13,Yatta,Hebron,west-bank,2,12,6,Residental
2023-12-12,'Anata,al-Quds,west-bank,8,0,0,Non Resedential
2023-12-11,Bani Na'im,Hebron,west-bank,1,0,0,Residental
2023-12-06,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2023-12-06,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2023-12-06,al-Khader,Bethlehem,west-bank,2,0,0,Non Resedential
2023-12-06,al-Khader,Bethlehem,west-bank,1,6,3,Residental
2023-12-06,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential
2023-12-06,Kh. Um Qusah,Hebron,west-bank,1,10,6,Residental
2023-12-06,Kh. Um Qusah,Hebron,west-bank,3,0,0,Non Resedential
2023-12-06,Kh. Um Qusah,Hebron,west-bank,1,8,6,Residental
2023-12-06,Kh. Um Qusah,Hebron,west-bank,3,0,0,Non Resedential
2023-12-06,Kh. Um Qusah,Hebron,west-bank,1,4,2,Residental
2023-12-05,Kh. Um Qusah,Hebron,west-bank,3,0,0,Non Resedential
2023-12-05,Kh. Um Qusah,Hebron,west-bank,1,13,7,Residental
2023-11-28,Um Lasafa,Hebron,west-bank,1,5,3,Residental
2023-11-28,She'b al-Batem,Hebron,west-bank,1,5,3,Residental
2023-11-28,Bani Na'im,Hebron,west-bank,1,6,4,Residental
2023-11-28,a-Deirat,Hebron,west-bank,1,5,3,Residental
2023-11-27,Khalet al-Furn,Hebron,west-bank,5,0,0,Non Resedential
2023-11-20,a-Za'ayem,al-Quds,west-bank,6,4,2,Residental
2023-11-16,Wadi Fukin,Bethlehem,west-bank,1,0,0,Non Resedential
2023-11-16,Wadi Fukin,Bethlehem,west-bank,1,0,0,Residental
2023-11-16,Wadi Fukin,Bethlehem,west-bank,5,1,1,Residental
2023-11-14,Shuqba,Ramallah and al-Bira,west-bank,1,8,1,Residental
2023-11-08,Kh. al-Maleh (Hamamat al-Maleh),Tubas,west-bank,1,0,0,Residental
2023-10-12,al-Janiyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2023-10-12,al-Janiyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2023-09-27,Kh. Wadi Ejheish,Hebron,west-bank,1,0,0,Non Resedential
2023-09-26,Irtas,Bethlehem,west-bank,1,0,0,Non Resedential
2023-09-26,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,11,6,Residental
2023-09-18,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2023-09-18,Furush Beit Dajan,Nablus,west-bank,1,0,0,Residental
2023-09-18,Haris,Salfit,west-bank,1,0,0,Non Resedential
2023-09-18,Furush Beit Dajan,Nablus,west-bank,1,0,0,Residental
2023-09-12,Bir 'Unah,Bethlehem,west-bank,1,0,0,Residental
2023-09-06,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2023-09-06,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2023-09-06,'Anata,al-Quds,west-bank,3,0,0,Non Resedential
2023-09-06,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2023-09-06,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2023-09-06,'Anata,al-Quds,west-bank,2,0,0,Residental
2023-09-04,Turah al-Gharbiyah,Jenin,west-bank,1,0,0,Residental
2023-08-30,Tarqumya,Hebron,west-bank,2,0,0,Non Resedential
2023-08-29,al-Bweirah,Hebron,west-bank,1,0,0,Residental
2023-08-24,Shufah,Tulkarm,west-bank,1,0,0,Non Resedential
2023-08-21,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Residental
2023-08-21,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,8,0,Residental
2023-08-21,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,8,3,Residental
2023-08-21,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Residental
2023-08-21,'Ein a-Duyuk a-Tahta,Jericho,west-bank,2,0,0,Non Resedential
2023-08-21,Bidu,al-Quds,west-bank,1,0,0,Residental
2023-08-21,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Residental
2023-08-21,Bidu,al-Quds,west-bank,8,0,0,Non Resedential
2023-08-21,Bidu,al-Quds,west-bank,3,0,0,Non Resedential
2023-08-17,Sarta,Salfit,west-bank,1,0,0,Non Resedential
2023-08-17,Humsah,Hebron,west-bank,1,7,5,Residental
2023-08-17,'Ein Samia,Ramallah and al-Bira,west-bank,6,0,0,Non Resedential
2023-08-17,'Ein Shibli,Nablus,west-bank,2,0,0,Non Resedential
2023-08-14,Zif,Hebron,west-bank,1,0,0,Non Resedential
2023-08-14,Beit Sira,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential
2023-08-14,Beit Sira,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential
2023-08-14,Beit Sira,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential
2023-08-03,Hebron,Hebron,west-bank,1,0,0,Non Resedential
2023-08-01,Suba,Hebron,west-bank,3,0,0,Non Resedential
2023-08-01,Deir Ballut,Salfit,west-bank,1,0,0,Non Resedential
2023-07-31,Kh. Wadi Ejheish,Hebron,west-bank,1,0,0,Residental
2023-07-31,al-Mughayir,Jenin,west-bank,1,0,0,Residental
2023-07-31,al-Mughayir,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2023-07-31,al-'Arrub R.C.,Hebron,west-bank,1,0,0,Non Resedential
2023-07-26,Idhna,Hebron,west-bank,1,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,5,3,Residental
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,7,5,Residental
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,10,2,Residental
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential
2023-07-25,al-Hijrah,Hebron,west-bank,4,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential
2023-07-25,a-Za'ayem,al-Quds,west-bank,1,6,2,Residental
2023-07-25,a-Za'ayem,al-Quds,west-bank,3,0,0,Non Resedential
2023-07-24,Battir,Bethlehem,west-bank,1,0,0,Non Resedential
2023-07-24,Kh. Humsah a-Tahta,Tubas,west-bank,1,0,0,Residental
2023-07-19,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2023-07-18,Birin,Hebron,west-bank,1,0,0,Non Resedential
2023-07-17,al-Muntar,al-Quds,west-bank,1,3,1,Residental
2023-07-17,al-Muntar,al-Quds,west-bank,1,0,0,Residental
2023-07-17,al-Muntar,al-Quds,west-bank,1,7,5,Residental
2023-07-17,al-Muntar,al-Quds,west-bank,1,3,1,Residental
2023-07-12,al-Baq'ah (Hebron),Hebron,west-bank,1,0,0,Non Resedential
2023-07-12,a-Dhahiriyah,Hebron,west-bank,1,0,0,Non Resedential
2023-07-11,Beit Jala,Bethlehem,west-bank,2,0,0,Non Resedential
2023-07-09,Hebron,Hebron,west-bank,3,0,0,Non Resedential
2023-07-06,Wadi Abu al-Hindy,al-Quds,west-bank,1,0,0,Non Resedential
2023-07-06,Duma,Nablus,west-bank,21,0,0,Non Resedential
2023-06-29,Jurish,Nablus,west-bank,1,0,0,Non Resedential
2023-06-26,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2023-06-22,Kh. al-Maleh (Hamamat al-Maleh),Tubas,west-bank,1,0,0,Residental
2023-06-22,Kh. al-Maleh (Hamamat al-Maleh),Tubas,west-bank,1,0,0,Residental
2023-06-19,Qalandia,al-Quds,west-bank,1,0,0,Residental
2023-06-19,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential
2023-06-19,Qalandia,al-Quds,west-bank,4,0,0,Non Resedential
2023-06-19,Qalandia,al-Quds,west-bank,23,0,0,Non Resedential
2023-06-15,Bir 'Unah,Bethlehem,west-bank,1,0,0,Residental
2023-06-15,Kh. Um al-Jamal,Tubas,west-bank,1,0,0,Residental
2023-06-15,Kh. Um al-Jamal,Tubas,west-bank,1,0,0,Residental
2023-06-15,Kh. Um al-Jamal,Tubas,west-bank,1,0,0,Residental
2023-06-15,Kh. Um al-Jamal,Tubas,west-bank,1,0,0,Residental
2023-06-14,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2023-06-14,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2023-06-11,'Azzun 'Atmah,Qalqiliya,west-bank,1,0,0,Non Resedential
2023-06-06,Tublas (Hizma),al-Quds,west-bank,2,0,0,Non Resedential
2023-06-06,Kh. Tatrit ('Arab al-Freijat),Hebron,west-bank,2,0,0,Non Resedential
2023-06-06,Tublas (Hizma),al-Quds,west-bank,1,0,0,Non Resedential
2023-06-06,al-Mazra'ah al-Qibliyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2023-06-04,a-Ramadin,Hebron,west-bank,1,0,0,Non Resedential
2023-05-29,Irtas,Bethlehem,west-bank,1,0,0,Residental
2023-05-29,Irtas,Bethlehem,west-bank,1,0,0,Non Resedential
2023-05-29,Jericho,Jericho,west-bank,2,0,0,Non Resedential
2023-05-28,Deir Samit,Hebron,west-bank,2,0,0,Non Resedential
2023-05-24,al-Walajah,Bethlehem,west-bank,1,0,0,Non Resedential
2023-05-24,Hebron,Hebron,west-bank,1,0,0,Non Resedential
2023-05-24,Hebron,Hebron,west-bank,1,0,0,Non Resedential
2023-05-24,Kh. Iqteit,Hebron,west-bank,1,6,4,Residental
2023-05-24,Kh. Iqteit,Hebron,west-bank,1,0,0,Non Resedential
2023-05-24,Beit Jala,Bethlehem,west-bank,1,0,0,Non Resedential
2023-05-24,Beit Jala,Bethlehem,west-bank,1,0,0,Non Resedential
2023-05-22,Deir a-Sudan,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2023-05-22,Deir a-Sudan,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2023-05-22,Kh. Ma'in,Hebron,west-bank,1,7,5,Residental
2023-05-22,Um Safa,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2023-05-22,Kh. Ma'in,Hebron,west-bank,1,0,0,Residental
2023-05-21,a-Zuweidin,Hebron,west-bank,1,0,0,Non Resedential
2023-05-18,Kh. al-Marajim,Nablus,west-bank,1,0,0,Non Resedential
2023-05-17,a-Nabi Elyas,Qalqiliya,west-bank,1,0,0,Non Resedential
2023-05-16,Jayus,Qalqiliya,west-bank,1,0,0,Non Resedential
2023-05-16,Jayus,Qalqiliya,west-bank,1,0,0,Non Resedential
2023-05-16,Kharas,Hebron,west-bank,1,0,0,Non Resedential
2023-05-16,Beit Ula,Hebron,west-bank,1,0,0,Non Resedential
2023-05-16,al-Khader,Bethlehem,west-bank,2,0,0,Non Resedential
2023-05-16,Kharas,Hebron,west-bank,1,0,0,Non Resedential
2023-05-16,Kharas,Hebron,west-bank,1,0,0,Non Resedential
2023-05-15,al-Mufaqarah,Hebron,west-bank,1,0,0,Non Resedential
2023-05-15,Kh. Khilet a-Dabe',Hebron,west-bank,1,0,0,Non Resedential
2023-05-15,Hebron,Hebron,west-bank,1,0,0,Non Resedential
2023-05-15,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential
2023-05-15,al-'Eizariyah,al-Quds,west-bank,1,0,0,Residental
2023-05-15,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential
2023-05-10,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential
2023-05-10,'Ein a-Duyuk al-Foqa,Jericho,west-bank,2,0,0,Non Resedential
2023-05-10,a-Zuweidin,Hebron,west-bank,2,0,0,Non Resedential
